in_reply_to_user_id,id,text,author_id,created_at,public_metrics/retweet_count,public_metrics/reply_count,public_metrics/like_count,public_metrics/quote_count,conversation_id
1599848545,1.07844E+18,"@supermyoui @UFPR @UFPR , pfvr me aceita, eu sou s a d girl",7.02192E+17,2018-12-28T00:15:25.000Z,0,1,1,0,1.07839E+18
7.02192E+17,1.07844E+18,@littlegloomgirl @UFPR Eu procuro uma vaguinha s a d na @UFPR KLLKLKKKKKKKK,1599848545,2018-12-28T00:14:24.000Z,0,1,1,0,1.07839E+18
1599848545,1.07844E+18,"@supermyoui AHAHAHAHHAHha ai mano, td q eu procuro é minha vaga na @UFPR",7.02192E+17,2018-12-28T00:13:39.000Z,0,1,1,0,1.07839E+18
,1.07843E+18,tanta coisa pra pensar e eu pensando nela @ufpr,3390371662,2018-12-27T23:02:13.000Z,0,0,6,0,1.07843E+18
23978439,1.07842E+18,"@UFPR me da uma vaga 😢😢
por favor eu nunca te pedi nada me matei de estudar esse ano, eu mereço😊",1.04366E+18,2018-12-27T22:22:31.000Z,0,1,0,0,1.07842E+18
794563098,1.07841E+18,@yeahtif @UFPR nunca te pedi nada @UFPR,2258295308,2018-12-27T21:57:45.000Z,0,0,0,0,1.07827E+18
2258295308,1.07841E+18,"@santoju_ @UFPR @UFPR pfv leva ela pelo sisu, somos um pacote completo",794563098,2018-12-27T21:54:55.000Z,0,1,2,0,1.07827E+18
794563098,1.07841E+18,@yeahtif @UFPR UFPR ME LEVA TAMBÉM PELO AMOR DE DEUS *nem fiz o vestibular mas Sisu tamo ai*,2258295308,2018-12-27T21:46:14.000Z,0,1,2,0,1.07827E+18
3002510405,1.07839E+18,@lulepires @UFPR Aprovo a ideia,7.82217E+17,2018-12-27T20:38:45.000Z,0,0,0,0,1.07834E+18
23978439,1.07839E+18,@UFPR @brunaberbeki Na virada de ano pra dar aquela emoção,3002510405,2018-12-27T20:37:48.000Z,0,1,1,0,1.07834E+18
2997340155,1.07837E+18,"@rvieira2012 @UFPR não vou usar então...,",8.16077E+17,2018-12-27T19:38:02.000Z,0,0,0,0,1.07837E+18
8.16077E+17,1.07837E+18,@felipebilham @UFPR O segredo é não usar cueca/calcinha,2997340155,2018-12-27T19:37:19.000Z,0,1,1,0,1.07837E+18
23978439,1.07837E+18,@UFPR Ai meu coração,7.82217E+17,2018-12-27T19:36:44.000Z,0,0,2,0,1.07834E+18
,1.07837E+18,"Gambatte - faça o seu melhor 
Ikigai - propósito 

Estas dias palavras fazem parte do minguado vocabulário japonês deste amigo.

Lembrei delas para trazer o segundo serviço de utilidade pública hoje aqui no LINKEDIN.

A @UFPR está com vagas abertas para c…https://t.co/I5sEJ3FCNY",223190096,2018-12-27T19:30:57.000Z,0,0,0,0,1.07837E+18
130321629,1.07837E+18,@Vel4sques @UFPR vai ser tudo hahaha,8.16077E+17,2018-12-27T19:29:30.000Z,0,0,1,0,1.07837E+18
8.16077E+17,1.07837E+18,@felipebilham @UFPR Tem que ser a cueca,130321629,2018-12-27T19:28:25.000Z,0,1,1,0,1.07837E+18
23978439,1.07837E+18,@UFPR fada acessível,8.16077E+17,2018-12-27T19:14:45.000Z,0,0,3,0,1.07837E+18
,1.07837E+18,q cor de camiseta vou ter que usar na virada do ano pra passar na @UFPR,8.16077E+17,2018-12-27T19:11:46.000Z,16,3,28,0,1.07837E+18
2258295308,1.07835E+18,"@santoju_ @UFPR Acho que estou mesmo, até a ufpr curtiu meu tweet, agora ela não tem escolha, vai ter que me deixar ser caloura",794563098,2018-12-27T18:19:24.000Z,0,1,2,0,1.07827E+18
2258295308,1.07835E+18,"@santoju_ @UFPR Olha só se não é o anjo mais lindo nas minhas mentions, meu deus do céu",794563098,2018-12-27T18:18:05.000Z,0,0,1,0,1.07827E+18
794563098,1.07835E+18,"@yeahtif @UFPR vai tomar banho mesmo deusa egípcia, nem se preocupa pq tu já tá lá",2258295308,2018-12-27T18:12:37.000Z,0,2,1,0,1.07827E+18
,1.07831E+18,"""Ultrahigh-Energy Cosmic Ray Composition from the Distribution of Arrival Directions"", Rita C. dos Anjos+ https://t.co/CyhuHDVLkK @UFPR",7.09902E+17,2018-12-27T15:36:54.000Z,0,0,0,0,1.07831E+18
23978439,1.0783E+18,@UFPR AAAAAAAAAAAAAAAAAAAAA https://t.co/H6uJyjs6DA,2997340155,2018-12-27T14:36:19.000Z,0,0,1,0,1.07797E+18
1.06204E+18,1.07827E+18,@ribasiza @UFPR Tomara q eu não morra de ansiedade até o resultado kk. K k k (rindo de nervoso) obrigada izisss ❤️,794563098,2018-12-27T12:59:44.000Z,0,0,1,0,1.07827E+18
,1.07827E+18,"to precisando mt tomar um banho... de preferência o de lama do trote da UFPR 

me aprova pelo amor de Deus @UFPR",794563098,2018-12-27T12:46:19.000Z,3,2,17,0,1.07827E+18
,1.07814E+18,"Às vezes no silêncio da noite,
Fico imaginando nós dois 🎶🎶 @UFPR",1.02553E+18,2018-12-27T04:14:31.000Z,2,0,6,0,1.07814E+18
23978439,1.07813E+18,"@UFPR senpai me nota, me diz q me quer o tanto quanto eu te quero ❤

Pq os dias demoram tanto pra passar? Vem dia 11, por favor, vem e me diz se a linda federal me aceita como sua legítima calourinha",1.07796E+18,2018-12-27T03:15:22.000Z,0,0,2,0,1.07813E+18
23978439,1.07811E+18,"@UFPR Eu já vou estudar com vocês, obrigado pela oportunidade.",903927104,2018-12-27T02:02:08.000Z,0,0,0,0,1.07794E+18
23978439,1.0781E+18,@UFPR (Crush me notou) 😲😍🤤,3249007486,2018-12-27T01:30:10.000Z,0,0,2,0,1.0781E+18
,1.07809E+18,Sla o Jeito que a @UFPR me faz ficar ansiosa pelo resultado é diferente,3002510405,2018-12-27T01:05:22.000Z,1,0,2,0,1.07809E+18
2997340155,1.07797E+18,@UFPR  não dá pra antecipar o resultado não??,2997340155,2018-12-26T16:39:53.000Z,0,1,1,0,1.07797E+18
928645538,1.07766E+18,"Inclusive, aceita meus recurso @UFPR",928645538,2018-12-25T20:26:44.000Z,0,0,0,0,1.07766E+18
,1.07756E+18,"#MerryChristmas 
Um Feliz Natal! Que o espírito de renovação do amor, da fraternidade, da união e da paz esteja em nossos corações! Aos membros da família CCSC, um agradecimento especial! Continuemos no espírito de crescimento e união conquistado nos últimos anos! @UFPR https://t.co/pIQTVgkUiP",7.53778E+17,2018-12-25T13:37:28.000Z,0,0,2,0,1.07756E+18
,1.077E+18,O último Ciência em Pauta Daily! https://t.co/UI1D8yzch5 #educação #ufpr,7.07022E+17,2018-12-24T00:41:05.000Z,0,0,0,0,1.077E+18
,1.0769E+18,##UFPR 😍 https://t.co/9zxO5gwVrH,35054532,2018-12-23T18:17:00.000Z,0,0,0,0,1.0769E+18
,1.07689E+18,"Queria de presente de natal minha vaga na @UFPR, será que é pedir mto @deus ???",125797870,2018-12-23T17:29:38.000Z,0,0,5,0,1.07689E+18
,1.07668E+18,NoTíN©i@s já saiu! https://t.co/AwYOdIYwYX Graças a @citadini @revista_tenis @UFPR #g1 #perspectiva2019,17416661,2018-12-23T03:41:26.000Z,0,0,0,0,1.07668E+18
,1.07667E+18,Biologia Enem/UEA/Vestibulares. Exercícios/Plantão de Dúvidas/Simulados. Início: 15 Janeiro. Informações: 99464 8725 #amazonas #brasil #jorgeatlas #jorgeatlasprof #jorgeatlasbio #jorgeatlasprofessor #professorjorgeatlas #profjorgeatlas #ufrgs #ufsc #ufpr #ufrr https://t.co/vkyUwlbgIY,3105524368,2018-12-23T03:00:28.000Z,0,0,0,0,1.07667E+18
23978439,1.07662E+18,@UFPR Toppppp,1.07069E+18,2018-12-22T23:21:16.000Z,0,0,0,0,1.07616E+18
2909378397,1.0765E+18,@naannso @LGilsonh @UFPR grazadeus! UFPR é foda!,162447820,2018-12-22T15:42:03.000Z,0,0,1,0,1.07616E+18
162447820,1.0765E+18,"@Garne_ @LGilsonh @UFPR garne, você sai da ufpr mas a ufpr não sai de você!!!",2909378397,2018-12-22T15:14:21.000Z,0,1,2,0,1.07616E+18
2990945963,1.07649E+18,"@LGilsonh @UFPR ahahahahah meu sonho, mas não sou mais aluno da UFPR",162447820,2018-12-22T14:50:45.000Z,0,1,0,0,1.07616E+18
23978439,1.07644E+18,@UFPR Bora fazer mandarim @Garne_...,2990945963,2018-12-22T11:43:11.000Z,0,1,3,0,1.07616E+18
,1.07644E+18,A equipe da @bibjuufpr deseja boas festas a todos. Esperamos poder contar com sua parceria em 2019. #feliznatal #felizanonovo #feliz2019 @sibiufpr @UFPR https://t.co/Av7tn16xve,128007672,2018-12-22T11:42:36.000Z,0,0,1,0,1.07644E+18
,1.07632E+18,"Cara eu quero muito entrar na federal, colabora comigo ai @UFPR",9.17595E+17,2018-12-22T03:29:56.000Z,0,0,0,0,1.07632E+18
,1.0763E+18,"Vou cortar meu cabelo do jeito q eu sempre tive vontade, caso passe na faculdade que eu quero
VOCÊ DIRIA NÃO PRA MIM @UFPR ?",604720007,2018-12-22T02:20:27.000Z,0,0,1,0,1.0763E+18
,1.07629E+18,"Review | LncRNAs in Cancer: another layer of complexity UFPR
@UFPR https://t.co/azJNwjg7Lz https://t.co/dwaCPkva2U",154614421,2018-12-22T01:37:06.000Z,0,0,0,0,1.07629E+18
,1.07625E+18,quando a @UFPR curte sua publicação com amei. eu não sei lidar com a melhor universidade &lt;3 https://t.co/FUJzcgfrag,2432038263,2018-12-21T23:02:13.000Z,0,0,4,0,1.07625E+18
333677450,1.07624E+18,@Srt_Bejola @UFPR faz igual a Unioesteeeeeee,541820901,2018-12-21T22:15:58.000Z,0,0,1,0,1.07622E+18
,1.07621E+18,Orgulho de ser #UFPR. https://t.co/S2jVt6UebZ,27776767,2018-12-21T20:07:49.000Z,0,0,0,0,1.07621E+18
23978439,1.0762E+18,@UFPR Em setores fora de Curitiba terá tb?,38371347,2018-12-21T19:33:41.000Z,0,0,0,0,1.07616E+18
,1.07617E+18,"Uma tarde em Curitiba. Tão bom aproveitar as férias por aqui tb!
.
#curitiba #curtacuritiba #curitilover #pracasantosandrade #ufpr #rodagigante #piano #cenacuritiba #curitibacool… https://t.co/XTf5Xz1Wgo",40470686,2018-12-21T17:50:34.000Z,0,0,0,0,1.07617E+18
,1.07617E+18,"O liberalismo ganha espaço dentro da política estudantil das universidades brasileiras. A UFPR Livre e a UniLivres - Universidades Livres são destaques na matéria da Revista Época n°1068, representadas por Bruno Kaiser.

A liberdade há de prevalecer.

#UFPR #UniLivres https://t.co/b8IHcqYvv5",306175955,2018-12-21T17:23:48.000Z,0,1,0,0,1.07617E+18
,1.07615E+18,Poxa @UFPR ...Vic ficou #chateado https://t.co/yHLkeg62I6,38371347,2018-12-21T16:13:26.000Z,0,0,3,0,1.07615E+18
23978439,1.07614E+18,"@UFPR Parabens  UFPR , com sua estrutura de universitade ababona por governos e prefeitura , seu regente nao muito confiavel,vem atraves dos alunos , conquistando suas horas.",1.05857E+18,2018-12-21T15:47:03.000Z,0,0,0,0,1.07587E+18
23978439,1.07608E+18,@UFPR hoje tem intercampi?,362393205,2018-12-21T11:42:05.000Z,0,0,0,0,1.07608E+18
,1.07608E+18,Fique de olho em nossos horários e garanta a sua matrícula no Curso Preparatório que mais aprova em Colégios Militares! #CursoGenius #ColégioMilitardeCuritiba #cmc #LíderemAprovação #cpm #ColégiodaPolíciaMilitar #PolíciaMilitarPR #ufpr #utfpr #ifpr #pucpr #segueolíder https://t.co/iDPr8azb7d,7.02532E+17,2018-12-21T11:31:11.000Z,0,0,0,0,1.07608E+18
120552595,1.07595E+18,@anaclauds @UFPR,125797870,2018-12-21T02:58:22.000Z,0,0,0,0,1.07555E+18
23978439,1.07593E+18,@UFPR Parabéns UFPR 106 anos contribuindo para sociedade,64237454,2018-12-21T01:32:51.000Z,0,0,1,0,1.07542E+18
,1.07588E+18,"Vou defender minha dissertação de mestrado dia 08/03 na @UFPR

Gente

GUENTA CORAÇÃO!",44966617,2018-12-20T22:17:15.000Z,0,0,1,0,1.07588E+18
1921868466,1.07587E+18,@ufpr vc me paga por todo estresse que ta me fazendo passar NAS FERIAS,1921868466,2018-12-20T21:39:17.000Z,0,0,0,0,1.07587E+18
200146420,1.07583E+18,@RicoSevilla @UFPR Nada como falar direto com quem entende😍,86789459,2018-12-20T19:10:33.000Z,0,0,1,0,1.0758E+18
,1.07582E+18,¡Desde Brasil 🇧🇷 nos visitará @lupanke! Doctora en ciencias de la comunicación. 👏 Es investigadora y profesora de la @UFPR. 👉Ha dictado conferencias en más de 10 países y es vice-presidenta de @ALICE_compol. Conocé más de ella en: https://t.co/6eEqrGNXvN https://t.co/xZxt0VLQAZ,7.19908E+17,2018-12-20T18:19:49.000Z,5,0,12,1,1.07582E+18
23978439,1.07582E+18,@UFPR Muito obrigado...,200146420,2018-12-20T18:09:13.000Z,0,0,0,0,1.0758E+18
23978439,1.07581E+18,"@UFPR #Prof, #Teacher,#Hanoukka #Professor,#KasperskyLab #KasperskyLabGeorgia #ITGeorgia #CyberSecurity #cybercriminals #Hacks #Privacy #Vulnerabilities #Iran #APTgroup #OilRig #CobaltGypsy #Crambus #HelixKitten #PT34 #DNStunneling #PowerShell #trojan...""",7.94998E+17,2018-12-20T17:46:46.000Z,0,0,0,0,1.07542E+18
,1.0758E+18,Uma dúvida @UFPR .... não existe Certificado de Conclusão de Curso???? 🤔🤔🤔.,200146420,2018-12-20T17:19:59.000Z,0,2,0,0,1.0758E+18
,1.0758E+18,"Dois grupos de pesquisadores desenvolveram jogos educativos para complementar o ensino de pré-cálculo e gestão de políticas públicas. Os projetos da @ufrgsnoticias e da @UFPR, financiados pela CAPES, foram apresentados no 1º Workshop de Inovação da Dir. de Ensino a Distância. https://t.co/u80C64LSEg",1.02039E+18,2018-12-20T17:07:27.000Z,3,0,11,0,1.0758E+18
,1.07574E+18,Compartilhe #UFPR ! https://t.co/fUxFMXjVm3,35054532,2018-12-20T13:19:50.000Z,0,0,0,0,1.07574E+18
,1.07574E+18,"Povo que trabalha com fixação biológica de nitrogênio
#phdstudent #science #ufpr em Curitiba, Brazil https://t.co/5aL7O6fZxi",53100594,2018-12-20T13:19:16.000Z,0,0,0,0,1.07574E+18
23978439,1.07574E+18,@UFPR Parabéns @UFPR,7.88352E+17,2018-12-20T12:57:18.000Z,0,0,1,0,1.07542E+18
1.06316E+18,1.07573E+18,"@gadodemais1 @UFPR O resultado só sai em janeiro bb, mas fé que sim",4313994989,2018-12-20T12:24:30.000Z,0,0,0,0,1.07559E+18
4313994989,1.07573E+18,@Luan_felp @UFPR Mas vc ja nao passou?,1.06316E+18,2018-12-20T12:20:52.000Z,0,1,1,0,1.07559E+18
,1.07573E+18,#UFPR Orgulho!! https://t.co/fOdALuSJQ2,70023208,2018-12-20T12:20:29.000Z,0,0,0,0,1.07573E+18
,1.07573E+18,Seja aluno Genius e conquiste as vagas mais concorridas dos melhores colégios! #CursoGenius #ColégiosMilitares #CursoPreparatório #cpm #cmc #sucesso #conquista #ufpr #SegueoLíder https://t.co/VxmBfJjGlD,7.02532E+17,2018-12-20T12:16:14.000Z,0,0,0,0,1.07573E+18
36465716,1.07572E+18,"@UnisantaOficial @uerjdadepressao @UERJ_oficial @dceuerj @oportunidadeuff @uff_br @DCEUFF @ufrj @dceufrj @comunicaUNIRIO @DCEUNIRIO @Unigranrio @ufrgsnoticias @dceufrgs @ufmg @ufmgeducativa @DCEUFMG @dceufmg1 @UFPR @dceufpr @UFSC @dceufsc 

Para universit",399642477,2018-12-20T11:57:51.000Z,0,0,0,0,1.07572E+18
23978439,1.07572E+18,"@UFPR O que está acontecendo com os intercampis? Já ontem não passaram, ainda ten estudantes que precisam ir no seus campus.",1636449343,2018-12-20T11:56:04.000Z,0,0,0,0,1.07572E+18
23978439,1.0757E+18,@UFPR Para comemorar darão de presentes as aprovações,3228639563,2018-12-20T10:36:26.000Z,0,0,0,0,1.07542E+18
,1.0757E+18,"Honored to participate in the 106th anniversary of our beautiful university UFPR, with our  dear rector Ricardo and vice-rector Graciela, which represent our university with great dedication and competence , fighting for a plural, public and high quality university ! @UFPR https://t.co/57ryBThM2n",4009525757,2018-12-20T10:15:16.000Z,0,0,7,0,1.0757E+18
,1.07569E+18,Hoje temos honra ao mérito com o magnífico da @UFPR a tarde,312829614,2018-12-20T09:53:05.000Z,0,1,1,0,1.07569E+18
23978439,1.07568E+18,@UFPR a mais antiga é a @ufam. mas parabéns por ser a segunda mais antiga,1312237854,2018-12-20T09:12:57.000Z,0,0,0,0,1.07542E+18
,1.0756E+18,"Orgulho de ter sido, e quem sabe voltar a ser, aluno desta universidade maravilhosaa. Minhas experiências e expectativas foram ótimas e atendidas. Obrigado e parabéns @UFPR &lt;3 https://t.co/BHNWebnWqe",250646851,2018-12-20T03:51:59.000Z,0,0,0,0,1.0756E+18
,1.07559E+18,De Natal eu quero minha vaga na @ufpr,4313994989,2018-12-20T03:21:47.000Z,0,1,1,0,1.07559E+18
23978439,1.07556E+18,@UFPR @DinizFiori Achei que estavam falando do tempo que ficam em greve.,277250788,2018-12-20T00:57:20.000Z,0,0,1,0,1.07542E+18
,1.07555E+18,"HOJE É ANIVERSÁRIO DA PRIMEIRA UNIVERSIDADE PÚBLICA DO PAÍS QUAL ALMEJO ENTRAR ASSIM QUE TERMINAR OS 4 ANOS DE ENSINO MÉDIO, E CURSAR MEDICINA UM DOS CURSOS MAIS CONCORRIDOS ENFIM, PARABÉNS UFPR POR SEUS 106 ANOS!!! @UFPR https://t.co/gVPLZO6Dtk",1.00379E+18,2018-12-20T00:54:03.000Z,0,0,1,0,1.07555E+18
23978439,1.07555E+18,@UFPR parabéns mozão. Te amo https://t.co/giaZTjoB7I,88522401,2018-12-20T00:52:02.000Z,0,0,0,0,1.07555E+18
,1.07553E+18,"Foi difícil entrar. Estar lá foi trabalhoso e exaustivo, mas extremamente prazeroso. E agr saio de lá extremamente orgulhoso de poder ter falado q fiz parte desses 106 da @UFPR! Te amo, desgraça!",1.02977E+18,2018-12-19T23:34:10.000Z,0,0,4,0,1.07553E+18
23978439,1.07553E+18,@UFPR Parabensssss,18367682,2018-12-19T23:15:53.000Z,0,0,0,0,1.07542E+18
,1.07551E+18,"#calendário mais que #perfeito elaborado pela Universidade Federal do Paraná. Parabéns aos envolvidos 😍
#autismo #ufpr #paraná #universidade #respeito #surdocego #cego #surdo #deficiente… https://t.co/VSUjn6VBE1",159568467,2018-12-19T22:11:48.000Z,0,0,0,0,1.07551E+18
23978439,1.07551E+18,@UFPR Orgulho grande de ser UFPR e reitoriano rsrs,43037312,2018-12-19T22:09:47.000Z,0,0,1,0,1.07542E+18
23978439,1.07551E+18,@UFPR A mais antiga?,4810012035,2018-12-19T22:04:52.000Z,0,0,1,0,1.07542E+18
,1.07551E+18,"Querido papai Noel, 
Juro que fui uma boa menina esse ano, então resolvi fazer uma listinha de presentes com tudo o que eu mais quero:
- Passar na @UFPR 
- Passar na UFPR 
- Passar na UFPR 
- Uma blusinha 
- Passar na UFPR",7.16271E+17,2018-12-19T21:44:55.000Z,0,0,4,0,1.07551E+18
23978439,1.0755E+18,"@UFPR Dos 106, 17 são meus também (6 de graduação, 2 de mestrado, 4 de doutorado e 5 de docência).",22677687,2018-12-19T20:58:24.000Z,0,0,2,0,1.07542E+18
23978439,1.07549E+18,@UFPR @jairocalderari ❤️,262894482,2018-12-19T20:50:20.000Z,0,0,0,0,1.07542E+18
23978439,1.07548E+18,"@UFPR Parabéns, linda!!!",9.02945E+17,2018-12-19T19:36:41.000Z,0,0,0,0,1.07542E+18
,1.07547E+18,"Congratulations to my university #UFPR, especially for the people that worked hard to see its excellence https://t.co/H4uUcN3A4h",9.31203E+17,2018-12-19T19:32:19.000Z,0,0,1,0,1.07547E+18
23978439,1.07547E+18,"@UFPR Parabéns, miga!!!!! https://t.co/PH8gpvkhFD",78689329,2018-12-19T19:11:30.000Z,0,0,12,0,1.07542E+18
23978439,1.07546E+18,@UFPR Parabéns!!!!👏🏽👏🏽👏🏽,62401528,2018-12-19T18:47:35.000Z,0,0,5,0,1.07542E+18
16885359,1.07546E+18,"@Finep @UFPR Mais antiga? Mas a ufam é de 1909 e a ufrj de antes ainda, não?",8766032,2018-12-19T18:35:24.000Z,0,0,0,0,1.07546E+18
,1.07546E+18,"Nossa Casa está de aniversário! Viva a nossa @UFPR 
#OrgulhodeserUFPR https://t.co/S3W21nhga1",4264799115,2018-12-19T18:18:15.000Z,0,0,0,0,1.07546E+18
,1.07546E+18,"Parabéns, @UFPR! 🥳 https://t.co/ZLtvddyBGw",16885359,2018-12-19T18:17:34.000Z,0,1,8,0,1.07546E+18
23978439,1.07545E+18,@UFPR Parabéns @Garne_ !,2990945963,2018-12-19T18:13:40.000Z,0,0,2,0,1.07542E+18
23978439,1.07545E+18,@UFPR @Curitiba_PMC Eu fiz parte!!!,1.07545E+18,2018-12-19T18:02:38.000Z,0,0,1,0,1.07542E+18
23978439,1.07544E+18,@UFPR ❤❤❤,266786809,2018-12-19T17:24:45.000Z,0,0,1,0,1.07542E+18
23978439,1.07544E+18,@UFPR 👊👊,33642328,2018-12-19T17:24:04.000Z,0,0,2,0,1.07542E+18
,1.07544E+18,"Sou filha da @UFPR
Graduação, mestrado, doutorado e atualmente professora da casa ❤ https://t.co/zC3dlYaHhU",266786809,2018-12-19T17:21:54.000Z,0,0,9,1,1.07544E+18
,1.07544E+18,Paga noix @UFPR,302219541,2018-12-19T16:59:02.000Z,0,0,0,0,1.07544E+18
,1.07543E+18,espero que seja o destino @UFPR https://t.co/BkPL9M7lKT,1458488702,2018-12-19T16:46:53.000Z,0,0,3,0,1.07543E+18
,1.07542E+18,Que tal comemorar me aprovando @UFPR ??? Kkkkkk https://t.co/nHc4e1X0Cz,418208999,2018-12-19T15:57:55.000Z,0,0,0,0,1.07542E+18
,1.07542E+18,"sonhei que tinha passado na @UFPR e acordei feliz 
acho que isso é um sinal",2795134966,2018-12-19T15:54:49.000Z,0,0,0,0,1.07542E+18
23978439,1.07542E+18,@UFPR Parabéns,1450172564,2018-12-19T15:52:11.000Z,0,0,1,0,1.07542E+18
23978439,1.07542E+18,@UFPR 106 anos de orgulho &lt;3,354455674,2018-12-19T15:51:30.000Z,0,0,2,0,1.07542E+18
,1.07542E+18,"Parabéns pra universidade mais incrível, obrigada por tudo, amo fazer parte dessa família ❤️
Feliz aniversário @UFPR",233584739,2018-12-19T15:45:59.000Z,0,0,0,0,1.07542E+18
,1.07536E+18,Hoje temos mais que um motivo para Comemorar... @UFPR 106 anos @ParanaClube 29 anos 💊⚽✌ https://t.co/Yi59YaqbCE,35263884,2018-12-19T12:07:07.000Z,0,0,1,0,1.07536E+18
