conversation_id,id,public_metrics/retweet_count,public_metrics/reply_count,public_metrics/like_count,public_metrics/quote_count,author_id,text,created_at,in_reply_to_user_id
1397227046699507712,1397227046699507712,5,2,39,0,33642328,"Reunião da bancada do Paraná com o Ministro @Astro_Pontes do @mcti em conjunto com o Reitor da @UFPR @ricardo_marcelo e  Prof Emanuel Maltempi de Souza para tratar de orçamento para o desenvolvimento de vacina contra Covid pela UFPr. 
#vacina 💉💉🇧🇷 https://t.co/SW9K1rZsxl",2021-05-25T16:24:21.000Z,
1396935601681801216,1396935601681801216,1,0,2,0,1173289890169184256,Estudo da @UFPR acha RNA de coronavírus em maçanetas e mouses de consultórios https://t.co/QSWDTnBmOV,2021-05-24T21:06:15.000Z,
1396921146302476290,1396921146302476290,0,0,1,0,163856003,"#TCEPRNaMídia

A parceria que vem sendo costurada entre TCE-PR e UFPR para a produção da primeira vacina anti-Covid 100% PR. O TCE pretende ajudar financeiramente o desenvolvimento da vacina.

#TCEPR #tce #UFPR #covid_19 #vacina #parana #redetce https://t.co/3kIiuZi9rO",2021-05-24T20:08:49.000Z,
1396245085281525765,1396245085281525765,0,0,3,0,163856003,"@ConJur_Oficial destacou artigo que trata do julgamento no @STF_oficial da decisão do TCE-PR sobre o uso do transporte público de Curitiba durante a pandemia. Estudo da @UFPR confirma que ônibus são um potencial vetor de propagação do vírus.
https://t.co/c56ifq3AoA",2021-05-22T23:22:23.000Z,21334653
1396229591023423488,1396229591023423488,2,0,3,0,163856003,@ConJur_Oficial  destacou artigo que trata do julgamento no @STF_oficial  da decisão do TCE-PR sobre o uso do transporte público de Curitiba durante a pandemia. Estudo da @UFPR  confirma que ônibus são um potencial vetor de propagação do vírus. https://t.co/FoQbkB6dEE,2021-05-22T22:20:49.000Z,21334653
1395813507095011334,1395813507095011334,0,0,0,0,1334897483642793991,"OUÇA AO VIVO #VolumeUFPREntrevista🎙️

Se atualizar sobre a Covid-19 faz parte da rotina de todos. Pensando nisso, o projeto “O Corpo Desvendado @UFPR” traz informações sobre a Covid-19 pelas redes sociais. 
Sintonize às 16h30 a UniFm 94.5 para saber mais! 
https://t.co/44xSJ3qriQ https://t.co/TT7LlH49nR",2021-05-21T18:47:27.000Z,
1395783041658855428,1395783041658855428,1,0,0,0,67712941,"Universidades como a Federal de Minas (UFMG), a do Rio (UFRJ) e a do Paraná https://t.co/S9K9ahkFGA #coronavírus #covid #investimento #pesquisas #ufmg #ufpr #ufrj #universidadesfederais #vacina",2021-05-21T16:46:24.000Z,
1395379144704368641,1395379144704368641,0,0,1,0,1334897483642793991,"Nesta sexta (21/05), às 16h30, tem #VolumeUFPREntrevista🎙
A convidada é Djanira Aparecida da Luz Veronez, coordenadora do projeto “O Corpo Desvendado” e professora da @UFPR. Ela falará sobre o projeto que produz postagens relacionadas a Covid-19. 
➡ Sintonize UniFm 94.5! https://t.co/OAWic9623k",2021-05-20T14:01:27.000Z,
1395039816174247939,1395039816174247939,0,0,1,0,16974422,"Estudo ""Objetivos do Desenvolvimento Sustentável e COVID-19: Como as organizações estão (re)agindo?"" investiga como as pressões do ambiente externo influenciam as reações e o engajamento das organizações em relação aos ODS.

Via @PactoGlobalBR e @UFPR

https://t.co/Qz8fQ0LI7b",2021-05-19T15:33:05.000Z,
1394802000332836867,1394802000332836867,6,1,19,0,57763444,"Estudo ""Objetivos do Desenvolvimento Sustentável e COVID-19: Como as organizações estão (re)agindo?"" investiga como as pressões do ambiente externo influenciam as reações e o engajamento das organizações em relação aos ODS.

Via @PactoGlobalBR e @UFPR

https://t.co/vEvHXPO5vy",2021-05-18T23:48:05.000Z,
1394775906024050689,1394775906024050689,4,0,21,0,163856003,"#AconTeCE60seg 

TCE-PR e @ufpr juntos para produzir a primeira vacina anti-Covid 100% paranaense. O tribunal está disposto a apoiar financeiramente o desenvolvimento do imunizante da #UFPR. 

#tcepr #CortedeContas #covid19 #coronavírus  #TribunaisdeContas #vacina https://t.co/der047gEUh",2021-05-18T22:04:24.000Z,
1394381374807756808,1394399871512322058,0,1,4,0,16677849,"@Daniele_Lambert Dentro deste mesmo tema, texto publicado hoje pelo portal da @UFPR:
https://t.co/up164lhqR0",2021-05-17T21:10:10.000Z,16677849
1394391370920566786,1394391370920566786,8,0,91,4,163856003,"O TCE-PR define nesta semana a parceria financeira com a UFPR para a produção de uma vacina 100% paranaense contra a Covid-19.

Link: https://t.co/jQ8dtFkPeS

#covid19brasil  #ufpr #paraná #vacina https://t.co/gaO9VgWqO6",2021-05-17T20:36:24.000Z,
1394324815142653953,1394324815142653953,3,2,11,0,1349541303630123009,"Esta semana um grupo de trabalho será montado para dar inicio as tratativas  de uma parceria entre o @TCEPR  e a @UFPR para cooperar no desenvolvimento da vacina anti-covid-19, em testes pelos cientistas da Universidade. https://t.co/8W3HooDknn",2021-05-17T16:11:55.000Z,
1393936061152301057,1394312195115298819,0,0,1,0,56401122,"@MsSilvaNinja @portosdoparana @tadeuveneri @RequiaoFilho @goura_nataraj @noemia_rocha_ @marcosvieirapdt @anvisa_oficial @SBInfectologia @h_santacruz @UFPR @RafaelGreca @governoparana @ratinho_jr @infraero @policiafederal Olá, companheiro! Na verdade, a OMS desaconselha o uso do Remdesivir no tratamento para a Covid-19. Precisamos urgentemente é de vacinação! Por isso temos que cobrar agilidade do Governo Federal e das agências regulatórias!",2021-05-17T15:21:47.000Z,1216757952746573824
1393744195085602819,1393744195085602819,1,3,7,0,1349541303630123009,"Momento oportuno, quando recebi essa foto hj, de uma postagem, que demonstra a sincronização e a confiança nessa parceria com a @UFPR  e @TCEPR  para  colaboração no desenvolvimento, pelos cientistas da UFPR, da vacina anti-covid 19 https://t.co/N1QSNE4fW6",2021-05-16T01:44:45.000Z,
1393273712955346944,1393273712955346944,0,0,4,0,66788449,"#Saude Servidores estaduais terão nova rodada de testes de Covid-19. Testagem será realizada na terça-feira (18), das 8h às 13h, no estacionamento do Setor de Ciências Biológicas da @UFPR, em Curitiba. 😷 
➡️ https://t.co/yxPHq3yVRb https://t.co/d6LML2FKdd",2021-05-14T18:35:13.000Z,
1392893326416809989,1392893326416809989,0,0,0,0,1334897483642793991,"Nesta sexta (14/05), às 16h30, tem #VolumeUFPREntrevista🎙
A convidada é Daniela Fiori Gradia, coordenadora do projeto de testagem de Covid-19 em assintomáticos na @UFPR. Ela falará sobre a ação que testa pessoas além da comunidade universitária. 
➡ Sintonize UniFm 94.5! https://t.co/kWlBFu4p9G",2021-05-13T17:23:42.000Z,
1392840299140026372,1392840299140026372,0,0,5,0,66376767,"Confira todas as propostas: https://t.co/aqrXt45Ia2

https://t.co/pTXUPHzINT

https://t.co/52tsd1zney

#VacinaParaTodos @UFPR @caroldartora13 @MedicaLeticia @nori_seto @MarceloFachina @VerMauroIgnacio @noemia_rocha_ https://t.co/2nJ6HQ4dWT",2021-05-13T13:52:59.000Z,
1392197381475737607,1392197381475737607,6,0,61,1,66376767,"A CMC acatou hj uma sugestão à prefeitura, de iniciativa de @caroldartora13 e @MedicaLeticia, para que se estabeleça um convênio com a @UFPR de destinação de recursos financeiros ao desenvolvimento da vacina. 
Saiba mais: https://t.co/Xs5SYkawU0 https://t.co/0gDQ1tvkYr",2021-05-11T19:18:16.000Z,
1392170347697512457,1392170347697512457,2,0,73,0,1016697971843502080,"Hoje, junto com a @MedicaLeticia, aprovamos na @CamaraCuritiba um sugestão ao município para realizar um termo de cooperação entre Curitiba e a @UFPR, com o intuito de destinar recursos para o desenvolvimento da vacina contra a COVID-19

Seguimos firmes na luta contra a pandemia!",2021-05-11T17:30:50.000Z,
1391855658379644932,1391855658379644932,0,0,3,0,58538112,"#ufpr #vacina #vacinaufpr #covid19 #coronavirus #saude #ricardomarcelofonseca #vacinaja #portaljornale #jornale
https://t.co/NFYuQmlbVT",2021-05-10T20:40:23.000Z,
1391847699645968384,1391847699645968384,8,0,40,2,66376767,"A CMC recebeu o reitor da @UFPR, @ricardo_marcelo, que apresentou avanços da pesquisa da vacina contra a covid-19, que está sendo desenvolvida pela instituição. A CMC tbm aprovou moção de apoio à universidade por iniciativa de @MedicaLeticia.
Saiba mais: https://t.co/4HYXzciQsE https://t.co/18PbIDM2n0",2021-05-10T20:08:45.000Z,
1391754991208214529,1391754991208214529,0,1,29,0,196186968,"Animado com as notícias sobre a vacina contra covid que está sendo desenvolvida pela @UFPR ! Agradeço os esclarecimentos do prof @ricardo_marcelo , reitor da instituição, sobre o andamento da vacina! https://t.co/qfWAr4G9a7",2021-05-10T14:00:22.000Z,
1389917545063489537,1389917545063489537,0,0,2,0,358554632,"A felicidade do brasileiro é receber teste para Covid-19, NEGATIVO!!! Grata @UFPR pelas testagem e pelo cuidado com a comunidade acadêmica.",2021-05-05T12:19:00.000Z,
1389870852716601347,1389870852716601347,0,0,0,0,15802460,Vacina em pó é aposta da UFPR contra Covid-19 - https://t.co/q4t3rYqgHY #ufpr #covid,2021-05-05T09:13:28.000Z,
1389663343825330182,1389663343825330182,5,1,49,0,236508151,"Reitor da @UFPR, professor Ricardo Marcelo Fonseca, participou de forma remota da sessão plenária e falou sobre a vacina contra a #COVID19 desenvolvida por pesquisadores da instituição, terceira pesquisa mais avançada da área no Brasil.
https://t.co/dqn32peH6M",2021-05-04T19:28:54.000Z,
1389610023446269953,1389610023446269953,18,0,162,3,16943192,"Meu Deus.

Achei que seria mais uma nota ( entre tantas) de luto por uma vítima  da Covid feita pela @UFPR Mas, não. É uma vitima da violência cruel e banal. Da covardia. Da homofobia.

Que Deus abençoe e dê forças a família . https://t.co/eHsuioZNyw",2021-05-04T15:57:01.000Z,
1389601971863175171,1389601971863175171,2,0,20,1,112786548,"Com corte de aproximadamente R$ 663 milhões no orçamento do Ministério da Ciência, Tecnologia e Inovação, o governo do estado e a bancada paranaense vão atrás de recursos pra pesquisa da vacina covid-19 da @UFPR 
https://t.co/mt6dWw6pIk",2021-05-04T15:25:02.000Z,
1389575462066737152,1389575463333421064,0,0,1,0,236508151,"📌14h30 - sessão plenária e Grande Expediente, com o reitor da @UFPR, Ricardo Marcelo Fonseca, que falará sobre ""Vacina Imunizante para combate ao Coronavírus desenvolvido pela UFPR""
📌17h - reunião da Comissão de Obras Públicas, Transportes e Comunicação",2021-05-04T13:39:42.000Z,236508151
1389564137353719808,1389564137353719808,1,0,1,0,1156559885481512960,"Os estudos do imunizante visam facilitar a logística de transporte e armazenamento no país, barateando o custo e facilitando o processo de produção - Tecnogaming

#Coronavírus #UFPR

https://t.co/cA8Ga1TXHE",2021-05-04T12:54:41.000Z,
1389290801407139850,1389290801407139850,4,0,10,0,1334897483642793991,"#PergunteAosCientistas edição cuidados redobrados na pandemia.

Confira as dúvidas enviadas para nós sobre sobre a Covid-19, vacinas, cuidados básicos, contaminação e reinfecção, que foram respondidas por cientistas da @UFPR. 

Leia na nossa reportagem⬇️
https://t.co/vW0pE6mCIx",2021-05-03T18:48:33.000Z,
1388599107011284994,1388599107011284994,0,0,5,0,80378191,"Vacina desenvolvida pela @UFPR pode ser mais uma alternativa no combate a #covid19. O imunizante está em fase pré-clínica, ainda de testes em animais. Ouça: https://t.co/0e5hy1c9eX.
📷 Tânia Rêgo/ Agência Brasil https://t.co/YzCuvuSYDF",2021-05-01T21:00:00.000Z,
1388538710933733380,1388538710933733380,1,0,2,0,112786548,"Ciência paranaense! ♥ https://t.co/PRCOTVk0oA 

#UFPR #vacina #coronavirus #COVID19 #TribunaDoParaná",2021-05-01T17:00:01.000Z,
1388136096131915777,1388136096131915777,2,5,49,4,33642328,"Reunião com o Reitor @ricardo_marcelo pesquisadores do setor de bioquímica @UFPR 
e a bancada do Paraná p/ conhecer e tratar de orçamento do projeto de desenvolvimento e produção de vacina p/Covid-19 e tecnologia que pode ser reconfigurada para variantes e outras endemias. 💉💉 https://t.co/MpSqwzChgZ",2021-04-30T14:20:10.000Z,
1387858686455001097,1387858686455001097,22,4,84,3,56780945,"Uma vacina contra Covid-19 está sendo desenvolvida por especialistas da @UFPR desde junho de 2020.
O método tem baixos custos de produção e pode ser replicado em vacinas para outras doenças. Pesquisa está na fase pré-clínica e já tem resultados positivos👇
https://t.co/Q4nBYx9yBF https://t.co/gQHiwCtlKA",2021-04-29T19:57:50.000Z,
1387112179745316864,1387112179745316864,6,1,88,0,821001145359409152,"Quero parabenizar a @UFPR na figura do nosso digníssimo reitor @ricardo_marcelo pela iniciativa da vacina paranaense contra o covid. A valorização da ciência é o caminho pra sairmos dessa terrível crise, e todos estes esforços devem receber nossos elogios e apoio irrestrito. Go!",2021-04-27T18:31:29.000Z,
1387105952491614212,1387105952491614212,3,1,28,0,821001145359409152,"Viva a @UFPR, que está desenvolvendo uma vacina efetiva e bem mais em conta do que a Coronavac. Se houvesse um apoio efetivo do @governoparana desde o início da pandemia, já teríamos a vacina. Mas antes tarde do que nunca: é hora de fortalecer a pesquisa!
https://t.co/wmCsHwqhwX",2021-04-27T18:06:44.000Z,
1387054907887337478,1387054907887337478,1,3,21,3,206917753,"Foi aprovada pela Câmara de Curitiba minha sugestão à Prefeitura de parceria com a UFPR para a realização de ampla testagem da COVID-19 nos usuários do transporte público.

#saúde #sus #universidadepublica #testagememmassa #covid_19 #prevenção #ufpr #mandatomarialeticia",2021-04-27T14:43:54.000Z,
1387001850747101184,1387001850747101184,2,1,31,1,68498809,"Vacina da UFPR contra a Covid-19 pode custar até 11 vezes menos que a Coronavac 

#vacina #covid #ufpr
https://t.co/mUkoIyQ96s",2021-04-27T11:13:05.000Z,
1386998566321676290,1386998566321676290,3,0,7,0,80378191,"A @UFPR está desenvolvendo vacina contra #covid19. O imunizante não precisa de insumos importados, e pode ser produzido 100% no país. Imunizante ainda está na fase pré-clínica. Ouça: https://t.co/0e5hy1c9eX.
📷Tânia Rêgo/ Agência Brasil https://t.co/udM13eqFv2",2021-04-27T11:00:02.000Z,
1386830668278157321,1386830668278157321,1,0,49,4,29427093,Orgulho @UFPR! https://t.co/IJaRRNaoCT,2021-04-26T23:52:52.000Z,
1354771178804695042,1386826207233290241,0,1,1,0,955245483785584641,#ufpr #bbcnews #COVIDー19 #Covid_19,2021-04-26T23:35:08.000Z,955245483785584641
1386815883453083660,1386815883453083660,0,0,1,0,110822777,Belo trabalho @UFPR!! UFPR quer testar vacina brasileira contra covid em humanos no 2º semestre @estadao:  https://t.co/H9VPTSt4qQ,2021-04-26T22:54:07.000Z,
1386802267773407237,1386802267773407237,15,1,77,3,14434407,"A @UFPR anuncia pesquisa para desenvolvimento de vacina contra a #covid19. Pelos cálculos dos responsáveis, o imunizante poderia ter baixo custo, com cada dose custando entre R$ 5 e R$ 10. Saiba mais https://t.co/M2ZfX1noMd.
📷 Tânia Rêgo/ Agência Brasil https://t.co/SJAuftDuPN",2021-04-26T22:00:00.000Z,
1386791804033454081,1386791804033454081,0,0,0,0,1265630712822185984,Vamos seguir acompanhando as pesquisas da @UFPR. Confesso que fiquei bem empolgada com a possibilidade da vacina contra a covid-19 no formato spray. #NãoGostodeAgulhas #VacinaSim #CiênciaLovers https://t.co/xymzWuxmIq,2021-04-26T21:18:26.000Z,
1386791157171097600,1386791157171097600,1,0,14,0,112786548,"Vacina paranaense! Para a fase clínica, que exigirá investimentos maiores, a @UFPR corre atrás de parcerias
https://t.co/SGOXqLQPGc",2021-04-26T21:15:51.000Z,
1386789987211960320,1386789987211960320,0,0,3,2,1208038804466159618,"Mais barata e usando biopolímeros, a vacina desenvolvida da UFPR contra a covid-19 pode estar disponível em 2022. Os testes em humanos podem acontecer no próximo semestre.

#UFPR #VacinadaUFPR #Biopolímeros #NanotecnologiaCovid19 #VacinaNacional https://t.co/n0C6SE8w6c",2021-04-26T21:11:12.000Z,
1386784026049064960,1386784026049064960,0,0,1,0,122684856,UFPR prepara vacina contra Covid-19 mais barata #pandemia #covid19 #ufpr https://t.co/dw3Yk6mdWN,2021-04-26T20:47:31.000Z,
1386768182728347652,1386768182728347652,9,0,47,1,1265630712822185984,"Fico feliz em ver a ciência brasileira, mesmo com todas as dificuldades, progredindo. A @UFPR está desenvolvendo uma vacina contra a Covid-19 com insumos fabricados no país e com tecnologia que utiliza bio polímeros. Em breve, conto mais sobre essa história no @contexto_ctxt",2021-04-26T19:44:34.000Z,
1386767675087589378,1386767675087589378,0,0,2,0,67712941,A perspectiva é que o estudo possa ser finalizado até o ano que vem. https://t.co/h2qX9zXvxL #covid #pesquisa #ufpr #vacinas,2021-04-26T19:42:33.000Z,
1386291404784115712,1386291404784115712,0,0,3,0,1265892619999199232,"Perdeu a #QuartaSindical ? Não se preocupe, basta clicar no link e assistir.
Uma vacina paranaense contra a Covid-19 da UFPR. Com o reitor da @UFPR, @ricardo_marcelo e o professor e pesquisador, Emanuel Maltempi de Souza.

#VacinaJá #VacinaDaUFPR 

https://t.co/byraP0r5kP",2021-04-25T12:10:01.000Z,
1386022409422131205,1386022409422131205,0,0,1,0,708296222105329666,"Pesqs da @UFPR alertam p/ a possibilidade de a queda da temperatura com a proximidade do inverno interferir no comportamento da população do estado, facilitando a transmissão da #COVID19 
#coronavirus #covid 
https://t.co/zzzJ3gMoTW",2021-04-24T18:21:08.000Z,
1385603167988109320,1385603167988109320,0,0,0,0,966755413151682560,"Governo do Estado investe 700 mil em vacina contra o novo coronavírus, desenvolvida pela UFPR

Acesse o site da Rádio 104 FM agora:
https://t.co/K6p1dePk0w
#Coronavírus, #GovernoDoEstado, #GovernoDoParaná, #UFPR, #vacinas",2021-04-23T14:35:13.000Z,
1385560729332457472,1385560729332457472,0,0,1,0,66788449,"#Saúde @governoparana investe R$ 700 mil em vacina contra a Covid-19 desenvolvida pela @UFPR. O imunizante, que ainda está em fase de testes, apontou a produção de anticorpos comparáveis e até superiores aos reportados pela vacina AstraZeneca/Oxford. 💉
➡️ https://t.co/6OSW4YTorh https://t.co/5PHAIYM4YJ",2021-04-23T11:46:35.000Z,
